Latitude,Longitude,Distance_m
87.29018531,26.52510039,0.0
87.29649278,26.52761564,701.4830072592619
87.29757594,26.52164959,124.43861072491681
87.30466848,26.52226226,788.6609888707686
87.30376448,26.516786,104.52060064309615
87.30746751,26.51663209,411.7589351429619
87.30898766,26.52379462,173.1217329982696
87.30616329,26.52603932,314.2744015799382
87.30820625,26.53191645,229.2321859205195
87.30350784,26.53183359,522.4395347981473
