longitude,latitude
87.29018531,26.52510039
87.29649278,26.52761564
87.29757594,26.52164959
87.30466848,26.52226226
87.30376448,26.516786
87.30746751,26.51663209
87.30898766,26.52379462
87.30616329,26.52603932
87.30820625,26.53191645
87.30350784,26.53183359
